date,time,qty.dispensed,ili.rate,drug.shortages,drug.rcs,season,temperature,humidity,weather
4/12/2024,18:00,12,1,0,106,Spring,64.2,37,clear
4/13/2024,0:00,14,1.2,0,124,Spring,53.5,69,clouds
4/13/2024,6:00,16,2.5,0,123,Spring,62.7,66,clouds
4/13/2024,12:00,18,1.9,0,120,Spring,57.3,47,clouds
4/13/2024,18:00,15,1,0,111,Spring,55.2,36,clear
4/14/2024,0:00,36,3,1,161,Spring,42.9,76,rain
4/14/2024,6:00,37,4.3,1,150,Spring,52.6,66,rain
4/14/2024,12:00,27,3.5,0,134,Spring,43,66,rain
4/14/2024,18:00,26,3.3,0,134,Spring,50,69,rain
4/15/2024,0:00,7,0.5,0,98,Spring,63.8,39,clear
4/15/2024,6:00,18,3.2,0,114,Spring,45.4,64,rain
4/15/2024,12:00,14,2.9,0,87,Spring,50.2,44,clouds
4/15/2024,18:00,16,1.4,0,94,Spring,61.4,47,clear
4/16/2024,0:00,11,1.2,0,100,Spring,50.7,44,clear
4/16/2024,6:00,15,1.3,0,115,Spring,47.9,34,clear
4/16/2024,12:00,7,0.5,0,115,Spring,73.6,30,clear
4/16/2024,18:00,27,2.1,0,123,Spring,54.3,37,clear
4/17/2024,0:00,23,1.4,0,128,Spring,49.4,45,clouds
4/17/2024,6:00,30,3,1,138,Spring,61.6,78,rain
4/17/2024,12:00,21,1.8,0,144,Spring,59,53,clouds
4/17/2024,18:00,30,3.6,0,161,Spring,47,87,rain
4/18/2024,0:00,22,2.8,1,148,Spring,62.9,72,rain
4/18/2024,6:00,13,0.6,0,133,Spring,50.8,38,clear
4/18/2024,12:00,20,2.4,0,115,Spring,71.7,71,rain
4/18/2024,18:00,18,2.9,0,113,Spring,42,88,rain
4/19/2024,0:00,32,3.5,0,89,Spring,52.9,74,rain
4/19/2024,6:00,31,3.5,0,132,Spring,55.3,81,rain
4/19/2024,12:00,17,1.3,0,109,Spring,59.3,52,clear
4/19/2024,18:00,18,0.7,0,109,Spring,56.5,30,clear
4/20/2024,0:00,17,2.5,0,125,Spring,52.6,66,rain
4/20/2024,6:00,19,2.2,1,136,Spring,45,68,rain
4/20/2024,12:00,26,2.9,1,138,Spring,40.4,82,rain
4/20/2024,18:00,14,0.3,0,107,Spring,65.5,53,clear
4/21/2024,0:00,21,2.3,0,143,Spring,47.5,73,rain
4/21/2024,6:00,14,1.2,0,116,Spring,41.6,63,clouds
4/21/2024,12:00,21,2.6,0,144,Spring,48.5,81,rain
4/21/2024,18:00,30,2.9,0,135,Spring,49.7,65,rain
4/22/2024,0:00,10,2,0,115,Spring,55,48,clouds
4/22/2024,6:00,20,1.5,1,126,Spring,60.4,53,clouds
4/22/2024,12:00,23,3,0,121,Spring,49.2,83,rain
4/22/2024,18:00,28,1.4,0,116,Spring,45.2,30,clear
4/23/2024,0:00,19,2.8,0,110,Spring,56.7,62,rain
4/23/2024,6:00,21,2.3,0,149,Spring,55.4,50,clouds
4/23/2024,12:00,25,2.5,0,125,Spring,49.2,82,rain
4/23/2024,18:00,18,0.9,0,101,Spring,59.3,46,clear
4/24/2024,0:00,8,1.5,0,132,Spring,58.3,43,clouds
4/24/2024,6:00,27,3.4,0,125,Spring,41.7,73,rain
4/24/2024,12:00,9,0.5,0,100,Spring,72.7,54,clear
4/24/2024,18:00,12,0.5,0,128,Spring,61.2,43,clear
4/25/2024,0:00,8,1,0,105,Spring,64.5,43,clear
4/25/2024,6:00,14,2.2,0,108,Spring,53.9,48,clouds
4/25/2024,12:00,20,2.1,0,119,Spring,57.5,74,rain
4/25/2024,18:00,21,2.2,1,117,Spring,40.4,66,rain
4/26/2024,0:00,11,0.2,0,108,Spring,66.3,33,clear
4/26/2024,6:00,17,1.9,1,118,Spring,64.5,31,clear
4/26/2024,12:00,37,3.1,0,136,Spring,45.3,70,rain
4/26/2024,18:00,14,0.7,0,113,Spring,57,52,clear
4/27/2024,0:00,29,3.7,0,153,Spring,48.9,77,rain
4/27/2024,6:00,10,0.5,0,101,Spring,56.9,46,clear
4/27/2024,12:00,27,3.1,1,129,Spring,52.9,79,rain
4/27/2024,18:00,12,0.8,0,116,Spring,64.3,44,clear
4/28/2024,0:00,19,1.3,1,128,Spring,49.8,59,clouds
4/28/2024,6:00,7,0.9,1,144,Spring,63.5,54,clear
4/28/2024,12:00,10,0.4,0,115,Spring,62.4,38,clear
4/28/2024,18:00,19,0.9,0,109,Spring,66.3,32,clear
4/29/2024,0:00,7,0.6,1,134,Spring,59.7,46,clear
4/29/2024,6:00,17,0.9,0,145,Spring,72.5,42,clear
4/29/2024,12:00,19,2,0,125,Spring,58.2,61,clouds
4/29/2024,18:00,16,1.8,0,114,Spring,53.1,37,clear
4/30/2024,0:00,19,2.5,0,112,Spring,51,80,rain
4/30/2024,6:00,25,3.2,0,121,Spring,52.3,61,rain
4/30/2024,12:00,18,0.7,0,121,Spring,61.8,43,clear
4/30/2024,18:00,19,2.1,0,84,Spring,54.8,49,clouds
5/1/2024,0:00,24,2.8,0,115,Spring,47.4,85,rain
5/1/2024,6:00,21,1.9,0,112,Spring,47.2,49,clouds
5/1/2024,12:00,19,1.9,0,122,Spring,49.6,48,clouds
5/1/2024,18:00,13,1.2,0,84,Spring,61.1,31,clear
5/2/2024,0:00,12,1.3,0,112,Spring,65,41,clear
5/2/2024,6:00,12,1.6,0,126,Spring,59.5,60,clouds
5/2/2024,12:00,12,0.9,0,127,Spring,41.4,49,clear
5/2/2024,18:00,21,2,0,112,Spring,53.6,46,clouds
5/3/2024,0:00,21,2.3,0,103,Spring,45.3,87,rain
5/3/2024,6:00,22,2.7,0,104,Spring,46.5,84,rain
5/3/2024,12:00,25,2.6,0,140,Spring,47.6,67,rain
5/3/2024,18:00,21,2,0,120,Spring,58.9,63,clouds
5/4/2024,0:00,12,0.6,0,114,Spring,42,37,clear
5/4/2024,6:00,24,3.3,0,125,Spring,53.9,80,rain
5/4/2024,12:00,29,2.8,0,128,Spring,47.9,60,rain
5/4/2024,18:00,22,2.2,0,137,Spring,53.4,44,clouds
5/5/2024,0:00,19,3.2,0,99,Spring,41.6,69,rain
5/5/2024,6:00,19,1.3,1,132,Spring,44.3,44,clear
5/5/2024,12:00,25,1.8,1,120,Spring,47.1,33,clear
5/5/2024,18:00,30,1.8,1,105,Spring,52.1,58,clouds
5/6/2024,0:00,19,3.7,1,123,Spring,45.3,71,rain
5/6/2024,6:00,14,1.5,0,110,Spring,51.2,58,clouds
5/6/2024,12:00,20,1.7,0,136,Spring,57.6,54,clouds
5/6/2024,18:00,17,1.6,1,138,Spring,74.2,33,clear
5/7/2024,0:00,23,2.5,0,111,Spring,46.7,75,rain
5/7/2024,6:00,25,3,0,123,Spring,52.1,81,rain
5/7/2024,12:00,23,1.4,0,110,Spring,54.1,34,clear
5/7/2024,18:00,19,2.4,0,129,Spring,50.2,59,clouds
5/8/2024,0:00,20,1,0,95,Spring,65.6,52,clear
5/8/2024,6:00,25,1.8,0,139,Spring,41.1,63,clouds
5/8/2024,12:00,10,0.3,0,70,Spring,53.7,41,clear
5/8/2024,18:00,12,0.5,0,118,Spring,62.7,51,clear
5/9/2024,0:00,31,4.2,1,110,Spring,54.5,78,rain
5/9/2024,6:00,14,0.7,0,91,Spring,48.8,48,clear
5/9/2024,12:00,27,3.5,0,136,Spring,46.3,67,rain
5/9/2024,18:00,14,0.6,0,121,Spring,40.3,38,clear
5/10/2024,0:00,14,0.7,0,110,Spring,42.9,54,clear
5/10/2024,6:00,32,3.3,0,155,Spring,47.4,81,rain
5/10/2024,12:00,19,0.9,0,90,Spring,49.8,45,clear
5/10/2024,18:00,11,0.1,1,77,Spring,61.1,52,clear
5/11/2024,0:00,10,0.9,0,131,Spring,45.3,45,clear
5/11/2024,6:00,16,1.2,0,96,Spring,40.1,41,clear
5/11/2024,12:00,19,1.2,0,112,Spring,65.1,34,clear
5/11/2024,18:00,25,2.6,0,144,Spring,46.4,67,rain
5/12/2024,0:00,14,0.4,1,137,Spring,57.4,30,clear
5/12/2024,6:00,17,1,0,111,Spring,31.4,32,clear
5/12/2024,12:00,18,1.5,0,131,Spring,57.4,54,clear
5/12/2024,18:00,26,3.7,0,137,Spring,42.8,89,rain
5/13/2024,0:00,16,2.4,0,121,Spring,50.3,77,rain
5/13/2024,6:00,17,1.8,0,122,Spring,60.3,62,clouds
5/13/2024,12:00,20,2.8,0,135,Spring,42.8,81,rain
5/13/2024,18:00,13,1.7,0,96,Spring,56.8,55,clouds
5/14/2024,0:00,31,3.8,1,152,Spring,47.5,77,rain
5/14/2024,6:00,13,0.8,0,97,Spring,58.3,40,clear
5/14/2024,12:00,11,0.1,0,137,Spring,37.1,44,clear
5/14/2024,18:00,27,3,0,132,Spring,51.2,84,rain
5/15/2024,0:00,14,1.1,0,107,Spring,48.8,35,clear
5/15/2024,6:00,21,2.5,1,121,Spring,54.2,63,clouds
5/15/2024,12:00,12,0.7,1,73,Spring,57.4,46,clear
5/15/2024,18:00,14,2.1,0,110,Spring,56.8,53,clear
5/16/2024,0:00,28,3.2,1,129,Spring,50.7,77,rain
5/16/2024,6:00,33,3,0,101,Spring,46.1,83,rain
5/16/2024,12:00,15,1.3,0,86,Spring,47.6,39,clear
5/16/2024,18:00,26,1.7,0,112,Spring,50.6,42,clear
5/17/2024,0:00,13,1.6,0,111,Spring,48.6,41,clouds
5/17/2024,6:00,17,1,0,110,Spring,52,32,clear
5/17/2024,12:00,16,1.3,1,102,Spring,59.3,35,clear
5/17/2024,18:00,27,3.1,1,132,Spring,55.2,62,rain
5/18/2024,0:00,11,0.8,0,122,Spring,56.1,44,clear
5/18/2024,6:00,23,2.4,0,132,Spring,53.3,75,rain
5/18/2024,12:00,13,0.7,0,106,Spring,47.2,33,clear
5/18/2024,18:00,18,2.6,0,118,Spring,50.4,68,rain
5/19/2024,0:00,22,1.9,0,121,Spring,55.2,63,clouds
5/19/2024,6:00,16,1.1,0,108,Spring,53.7,39,clear
5/19/2024,12:00,18,1.5,0,108,Spring,43.1,49,clouds
5/19/2024,18:00,24,1.8,1,125,Spring,60.3,32,clear
5/20/2024,0:00,18,3.2,1,141,Spring,66,75,rain
5/20/2024,6:00,9,0.6,0,109,Spring,50.3,45,clear
5/20/2024,12:00,15,1.3,0,99,Spring,45.1,35,clear
5/20/2024,18:00,14,0.4,0,116,Spring,64.8,44,clear
5/21/2024,0:00,31,2.6,0,110,Spring,43.5,84,rain
5/21/2024,6:00,15,1.4,0,98,Spring,40.6,46,clouds
5/21/2024,12:00,9,0.6,0,112,Spring,62.3,39,clear
5/21/2024,18:00,27,3.4,0,139,Spring,42.2,69,rain
5/22/2024,0:00,19,3.2,0,111,Spring,47.3,80,rain
5/22/2024,6:00,20,2.4,0,89,Spring,72.7,51,clouds
5/22/2024,12:00,33,3.3,0,141,Spring,54.2,81,rain
5/22/2024,18:00,13,0.9,0,112,Spring,49.6,50,clear
5/23/2024,0:00,24,3.1,0,141,Spring,59.4,62,clouds
5/23/2024,6:00,15,1.3,0,103,Spring,51.3,47,clouds
5/23/2024,12:00,29,2.9,0,148,Spring,51.1,83,rain
5/23/2024,18:00,15,2,0,95,Spring,48.9,84,rain
5/24/2024,0:00,20,2.3,0,111,Spring,39.7,41,clouds
5/24/2024,6:00,20,1.2,0,107,Spring,59,40,clear
5/24/2024,12:00,22,1.1,0,144,Spring,47.6,42,clear
5/24/2024,18:00,18,1.5,0,125,Spring,59.9,58,clouds
5/25/2024,0:00,21,1.5,0,161,Spring,51.5,56,clouds
5/25/2024,6:00,14,1.3,1,102,Spring,70.8,52,clear
5/25/2024,12:00,29,2,0,123,Spring,59.6,45,clear
5/25/2024,18:00,8,1.1,0,131,Spring,67.2,52,clear
5/26/2024,0:00,11,2.9,0,104,Spring,55.7,80,rain
5/26/2024,6:00,31,3.5,0,131,Spring,50.8,69,rain
5/26/2024,12:00,10,0.1,0,117,Spring,46.8,53,clear
5/26/2024,18:00,29,3.5,0,128,Spring,47.6,83,rain
5/27/2024,0:00,30,2.9,0,129,Spring,44.5,60,rain
5/27/2024,6:00,28,2,0,146,Spring,54.4,55,clouds
5/27/2024,12:00,13,2,0,112,Spring,60.2,53,clear
5/27/2024,18:00,27,3.4,0,109,Spring,56.9,74,rain
5/28/2024,0:00,24,2.3,0,112,Spring,54.2,84,rain
5/28/2024,6:00,21,2.3,0,134,Spring,53.1,81,rain
5/28/2024,12:00,23,2.8,0,141,Spring,35.6,76,rain
5/28/2024,18:00,14,0.7,0,102,Spring,48.7,32,clear
5/29/2024,0:00,14,0.3,0,72,Spring,68.1,38,clear
5/29/2024,6:00,30,3.7,1,123,Spring,51.9,88,rain
5/29/2024,12:00,20,2.5,0,149,Spring,48.5,51,clouds
5/29/2024,18:00,15,1.2,0,122,Spring,63.9,63,clouds
5/30/2024,0:00,20,2.6,0,116,Spring,49.1,77,rain
5/30/2024,6:00,30,2.5,1,131,Spring,59.8,65,rain
5/30/2024,12:00,20,2.7,1,135,Spring,47.2,41,clouds
5/30/2024,18:00,29,3.6,0,139,Spring,49.8,61,rain
5/31/2024,0:00,13,2.4,0,114,Spring,63.3,43,clouds
5/31/2024,6:00,22,2.8,0,105,Spring,55.8,81,rain
5/31/2024,12:00,17,1.6,0,123,Spring,59.5,50,clear
5/31/2024,18:00,5,0.1,0,96,Spring,44.9,41,clear
6/1/2024,0:00,9,0.2,0,96,Summer,69.1,40,clear
6/1/2024,6:00,19,2.4,0,123,Summer,81.2,59,clouds
6/1/2024,12:00,17,1.2,1,124,Summer,84.7,32,clear
6/1/2024,18:00,25,2,0,134,Summer,76.1,61,clouds
6/2/2024,0:00,25,2.9,0,110,Summer,64.9,68,rain
6/2/2024,6:00,24,1.5,1,123,Summer,84.2,34,clear
6/2/2024,12:00,19,2.2,0,132,Summer,79.8,47,clouds
6/2/2024,18:00,29,2.6,0,124,Summer,73.2,47,clouds
6/3/2024,0:00,28,2.7,1,151,Summer,73.9,46,clouds
6/3/2024,6:00,29,3.3,0,108,Summer,86.9,74,rain
6/3/2024,12:00,17,2.1,0,108,Summer,79.3,46,clouds
6/3/2024,18:00,13,2.2,0,101,Summer,76.5,55,clouds
6/4/2024,0:00,25,3.1,0,123,Summer,71.6,88,rain
6/4/2024,6:00,19,0.4,0,110,Summer,77.4,48,clear
6/4/2024,12:00,20,2.5,0,131,Summer,71.7,58,clouds
6/4/2024,18:00,15,0.9,1,113,Summer,91.2,52,clear
6/5/2024,0:00,11,0.7,0,110,Summer,80.2,31,clear
6/5/2024,6:00,17,0.8,0,108,Summer,83.7,36,clear
6/5/2024,12:00,18,2.4,0,114,Summer,83.3,48,clouds
6/5/2024,18:00,16,1.7,0,107,Summer,82.3,61,clouds
6/6/2024,0:00,28,1.8,0,119,Summer,63.5,43,clouds
6/6/2024,6:00,29,3.3,0,128,Summer,74.7,75,rain
6/6/2024,12:00,16,3,0,147,Summer,77.2,88,rain
6/6/2024,18:00,18,1.3,0,131,Summer,60.1,39,clear
6/7/2024,0:00,16,1.7,0,132,Summer,77,52,clouds
6/7/2024,6:00,25,1.3,0,139,Summer,86.9,66,clouds
6/7/2024,12:00,27,2.2,0,133,Summer,84.8,50,clouds
6/7/2024,18:00,23,2.2,0,139,Summer,84,52,clouds
6/8/2024,0:00,30,4.1,0,159,Summer,75.3,63,rain
6/8/2024,6:00,13,1.1,0,118,Summer,87,45,clear
6/8/2024,12:00,26,2.5,0,135,Summer,71.4,60,clouds
6/8/2024,18:00,25,1.9,1,113,Summer,71.5,49,clouds
6/9/2024,0:00,12,1.8,0,107,Summer,78.9,62,clouds
6/9/2024,6:00,26,2.8,0,106,Summer,85.1,44,clouds
6/9/2024,12:00,14,0.7,0,135,Summer,76,46,clear
6/9/2024,18:00,25,2.5,0,131,Summer,71.2,74,rain
6/10/2024,0:00,13,0.4,0,100,Summer,84.1,36,clear
6/10/2024,6:00,12,1.3,0,106,Summer,75.1,46,clouds
6/10/2024,12:00,15,0.3,0,97,Summer,90,45,clear
6/10/2024,18:00,23,3.5,0,158,Summer,75.5,68,rain
6/11/2024,0:00,17,0.4,0,104,Summer,79,46,clear
6/11/2024,6:00,24,1.6,1,125,Summer,81.2,36,clear
6/11/2024,12:00,25,3,0,89,Summer,63.3,66,rain
6/11/2024,18:00,21,1.9,0,142,Summer,66.4,65,clouds
6/12/2024,0:00,22,2.9,0,119,Summer,81.3,82,rain
6/12/2024,6:00,16,1.6,0,143,Summer,76.5,56,clouds
6/12/2024,12:00,27,2.1,0,107,Summer,71.6,56,clouds
6/12/2024,18:00,20,2.2,0,147,Summer,72.5,54,clouds
6/13/2024,0:00,4,0.2,0,106,Summer,59.4,37,clear
6/13/2024,6:00,27,3.5,0,159,Summer,69.7,64,rain
6/13/2024,12:00,25,3.4,0,136,Summer,76.1,89,rain
6/13/2024,18:00,22,2.3,0,125,Summer,76.8,41,clouds
6/14/2024,0:00,20,1.2,0,119,Summer,93.7,30,clear
6/14/2024,6:00,12,1,0,118,Summer,71.7,30,clear
6/14/2024,12:00,22,2.6,0,112,Summer,77.1,67,rain
6/14/2024,18:00,28,2.1,0,151,Summer,91.8,51,clouds
6/15/2024,0:00,24,2.5,0,101,Summer,78.9,61,clouds
6/15/2024,6:00,15,1,0,114,Summer,83.1,48,clear
6/15/2024,12:00,18,2.8,0,117,Summer,94.8,77,rain
6/15/2024,18:00,34,3.4,0,160,Summer,64.1,84,rain
6/16/2024,0:00,16,0.7,0,141,Summer,74.7,45,clear
6/16/2024,6:00,14,0.9,1,119,Summer,85.4,60,clouds
6/16/2024,12:00,25,2.9,0,168,Summer,72.5,82,rain
6/16/2024,18:00,28,3.4,0,149,Summer,73.2,65,rain
6/17/2024,0:00,17,1.9,0,132,Summer,74.5,47,clear
6/17/2024,6:00,21,1.9,0,118,Summer,77.1,43,clouds
6/17/2024,12:00,14,1.7,0,108,Summer,80.1,44,clouds
6/17/2024,18:00,17,1.8,0,129,Summer,69.5,55,clouds
6/18/2024,0:00,21,2.5,0,123,Summer,82.7,66,rain
6/18/2024,6:00,21,2.6,0,111,Summer,73,43,clouds
6/18/2024,12:00,30,2.7,0,115,Summer,72.7,63,rain
6/18/2024,18:00,22,1.2,0,135,Summer,89.7,49,clear
6/19/2024,0:00,9,0.3,0,105,Summer,69.2,52,clear
6/19/2024,6:00,9,1.2,1,89,Summer,85.7,48,clear
6/19/2024,12:00,6,0.6,0,108,Summer,81.4,37,clear
6/19/2024,18:00,26,2.9,0,122,Summer,90.5,49,clouds
6/20/2024,0:00,8,0.4,0,125,Summer,79.1,30,clear
6/20/2024,6:00,23,3,0,88,Summer,75.4,60,rain
6/20/2024,12:00,10,0.8,0,127,Summer,78,53,clear
6/20/2024,18:00,13,1.7,0,108,Summer,64.8,51,clouds
6/21/2024,0:00,14,1.1,0,114,Summer,74.1,50,clear
6/21/2024,6:00,14,1.1,0,86,Summer,73.8,33,clear
6/21/2024,12:00,6,0.2,0,93,Summer,72.5,30,clear
6/21/2024,18:00,13,1.7,0,93,Summer,86.4,32,clear
6/22/2024,0:00,23,1.5,0,113,Summer,76.4,31,clear
6/22/2024,6:00,28,2.9,1,152,Summer,64.4,77,rain
6/22/2024,12:00,22,1.8,0,132,Summer,77.2,47,clear
6/22/2024,18:00,20,2.3,0,139,Summer,86.9,45,clouds
6/23/2024,0:00,15,0.9,1,122,Summer,83.7,44,clear
6/23/2024,6:00,19,1.5,0,95,Summer,71.7,53,clear
6/23/2024,12:00,17,2.1,1,109,Summer,81.8,46,clouds
6/23/2024,18:00,18,1.1,0,111,Summer,76.7,53,clear
6/24/2024,0:00,17,0.3,0,124,Summer,86.4,44,clear
6/24/2024,6:00,29,1.8,0,134,Summer,64.4,55,clouds
6/24/2024,12:00,20,2,0,138,Summer,74.4,44,clouds
6/24/2024,18:00,25,2,1,135,Summer,71.3,66,clouds
6/25/2024,0:00,20,1.4,0,112,Summer,78.5,35,clear
6/25/2024,6:00,33,2.8,1,133,Summer,68.4,78,rain
6/25/2024,12:00,16,0.8,1,111,Summer,84.3,33,clear
6/25/2024,18:00,26,2.5,0,148,Summer,80.5,82,rain
6/26/2024,0:00,17,1,0,109,Summer,78.9,30,clear
6/26/2024,6:00,27,2.7,1,145,Summer,90.1,70,rain
6/26/2024,12:00,17,1.1,0,81,Summer,78.9,36,clear
6/26/2024,18:00,17,1,0,101,Summer,92.4,48,clear
6/27/2024,0:00,17,1.5,0,131,Summer,87.5,43,clear
6/27/2024,6:00,18,1.8,0,128,Summer,80.3,45,clouds
6/27/2024,12:00,27,3,0,115,Summer,71.3,68,clouds
6/27/2024,18:00,28,2.7,1,143,Summer,74.8,76,rain
6/28/2024,0:00,27,2.2,0,110,Summer,67,44,clouds
6/28/2024,6:00,18,1.4,0,126,Summer,88.7,33,clear
6/28/2024,12:00,20,3.1,1,123,Summer,64.2,63,rain
6/28/2024,18:00,14,1.6,0,123,Summer,73.5,44,clouds
6/29/2024,0:00,21,1.1,0,159,Summer,93.4,30,clear
6/29/2024,6:00,7,0.4,0,108,Summer,74.9,45,clear
6/29/2024,12:00,17,1.3,1,133,Summer,80.8,53,clear
6/29/2024,18:00,25,2.5,0,127,Summer,74.1,63,rain
6/30/2024,0:00,21,1.4,0,108,Summer,63.1,37,clear
6/30/2024,6:00,20,1.9,0,140,Summer,76.9,51,clouds
6/30/2024,12:00,20,3,0,94,Summer,84.9,54,clouds
6/30/2024,18:00,31,2,0,128,Summer,69.8,30,clear
7/1/2024,0:00,27,2.5,0,109,Summer,78.6,65,clouds
7/1/2024,6:00,21,3.6,1,135,Summer,64.7,78,rain
7/1/2024,12:00,14,1.1,0,123,Summer,74.1,46,clear
7/1/2024,18:00,22,3.4,0,162,Summer,77.6,84,rain
7/2/2024,0:00,32,1.4,0,107,Summer,80.9,49,clear
7/2/2024,6:00,16,1.6,0,122,Summer,86.2,41,clear
7/2/2024,12:00,26,1.8,0,125,Summer,88.4,52,clouds
7/2/2024,18:00,8,1,0,102,Summer,77.8,49,clouds
7/3/2024,0:00,34,3.3,0,133,Summer,84.6,68,rain
7/3/2024,6:00,25,2.6,1,133,Summer,83.5,66,rain
7/3/2024,12:00,19,1.4,0,117,Summer,76,60,clouds
7/3/2024,18:00,19,1.1,0,135,Summer,78.1,50,clear
7/4/2024,0:00,24,3,0,113,Summer,82.4,55,clouds
7/4/2024,6:00,14,0.9,0,94,Summer,91.7,52,clear
7/4/2024,12:00,22,2.5,0,125,Summer,76,59,clouds
7/4/2024,18:00,15,0.7,0,135,Summer,86.8,42,clear
7/5/2024,0:00,25,3.6,0,140,Summer,81,85,rain
7/5/2024,6:00,19,1.9,0,106,Summer,67.2,35,clear
7/5/2024,12:00,19,1.8,0,124,Summer,79.7,67,clouds
7/5/2024,18:00,16,2.1,0,129,Summer,72.6,47,clouds
7/6/2024,0:00,24,2.9,0,105,Summer,73.5,69,clouds
7/6/2024,6:00,11,1.7,0,122,Summer,85.7,32,clear
7/6/2024,12:00,12,0.5,0,110,Summer,81.1,54,clear
7/6/2024,18:00,19,2.8,1,121,Summer,74.8,74,rain
7/7/2024,0:00,15,2.4,0,94,Summer,72.7,60,clouds
7/7/2024,6:00,16,1.5,0,109,Summer,84.1,39,clear
7/7/2024,12:00,9,0.4,0,110,Summer,88.3,54,clear
7/7/2024,18:00,26,3.1,0,119,Summer,67.6,68,rain
7/8/2024,0:00,18,1.4,1,107,Summer,81.4,37,clear
7/8/2024,6:00,18,0.6,0,120,Summer,89.2,43,clear
7/8/2024,12:00,36,3.4,0,101,Summer,70.4,84,rain
7/8/2024,18:00,20,1.6,1,120,Summer,80.8,54,clouds
7/9/2024,0:00,19,1.2,0,162,Summer,88.5,41,clear
7/9/2024,6:00,18,2.3,0,97,Summer,88.3,41,clear
7/9/2024,12:00,22,2.5,1,107,Summer,77.8,63,rain
7/9/2024,18:00,20,2.6,0,131,Summer,88,41,clouds
7/10/2024,0:00,18,2.7,0,100,Summer,65.9,77,rain
7/10/2024,6:00,16,0.1,0,112,Summer,75.7,31,clear
7/10/2024,12:00,16,1.5,0,144,Summer,100.6,40,clear
7/10/2024,18:00,8,0.4,0,80,Summer,63.6,47,clear
7/11/2024,0:00,21,1.7,1,110,Summer,82.9,67,clouds
7/11/2024,6:00,16,1.1,0,111,Summer,73.6,40,clear
7/11/2024,12:00,14,0.5,0,126,Summer,81.2,32,clear
7/11/2024,18:00,21,1.2,0,117,Summer,82.7,36,clear
7/12/2024,0:00,22,1.9,0,97,Summer,81,60,clouds
7/12/2024,6:00,26,2.4,0,136,Summer,68.6,88,rain
7/12/2024,12:00,25,3.2,1,140,Summer,66.2,64,rain
7/12/2024,18:00,20,1.9,0,115,Summer,76.6,40,clouds
7/13/2024,0:00,31,2,1,130,Summer,80.2,60,clouds
7/13/2024,6:00,8,0.8,0,122,Summer,75.8,39,clear
7/13/2024,12:00,16,1.7,0,90,Summer,76.9,69,clouds
7/13/2024,18:00,18,1.7,0,106,Summer,83.9,54,clouds
7/14/2024,0:00,23,2.6,0,144,Summer,88.1,40,clouds
7/14/2024,6:00,32,1.9,1,140,Summer,85.5,68,clouds
7/14/2024,12:00,12,0.4,0,112,Summer,68.5,43,clear
7/14/2024,18:00,6,0.8,0,104,Summer,87.3,33,clear
7/15/2024,0:00,25,3.7,0,125,Summer,75.2,89,rain
7/15/2024,6:00,22,1.1,0,103,Summer,81.4,32,clear
7/15/2024,12:00,32,3.9,0,145,Summer,67.4,73,rain
7/15/2024,18:00,8,0.8,0,123,Summer,84.9,33,clear
7/16/2024,0:00,13,0.9,0,129,Summer,78.3,30,clear
7/16/2024,6:00,12,1,0,117,Summer,65.7,54,clear
7/16/2024,12:00,11,0.1,0,109,Summer,79,42,clear
7/16/2024,18:00,13,0.9,0,129,Summer,73.9,49,clear
7/17/2024,0:00,26,3.7,1,120,Summer,69.8,69,rain
7/17/2024,6:00,20,2.9,0,158,Summer,72.1,68,rain
7/17/2024,12:00,20,1.6,0,127,Summer,80.3,68,clouds
7/17/2024,18:00,10,1.9,0,117,Summer,78.1,32,clear
7/18/2024,0:00,13,1.3,0,114,Summer,76.1,62,clouds
7/18/2024,6:00,19,1.4,0,105,Summer,81,47,clear
7/18/2024,12:00,12,0.7,0,104,Summer,84.8,39,clear
7/18/2024,18:00,8,1,0,123,Summer,66.7,33,clear
7/19/2024,0:00,25,1.3,0,109,Summer,85,51,clear
7/19/2024,6:00,13,1.1,0,112,Summer,74,34,clear
7/19/2024,12:00,23,1.4,0,132,Summer,85.4,41,clear
7/19/2024,18:00,20,1.9,0,141,Summer,88.3,44,clouds
7/20/2024,0:00,32,2.9,0,144,Summer,74.7,68,rain
7/20/2024,6:00,16,0.7,0,117,Summer,83.3,46,clear
7/20/2024,12:00,37,3.5,0,122,Summer,76.5,87,rain
7/20/2024,18:00,23,1.3,0,117,Summer,71.9,53,clear
7/21/2024,0:00,20,1.4,0,98,Summer,79.1,31,clear
7/21/2024,6:00,17,1.4,0,103,Summer,70.3,64,clouds
7/21/2024,12:00,11,0.5,0,121,Summer,87.4,50,clear
7/21/2024,18:00,16,0.9,1,145,Summer,93,48,clouds
7/22/2024,0:00,9,0.7,0,122,Summer,63.6,33,clear
7/22/2024,6:00,17,2.7,1,117,Summer,75.5,81,rain
7/22/2024,12:00,20,2.5,0,143,Summer,75.2,52,clouds
7/22/2024,18:00,10,1.7,0,111,Summer,78.5,65,clouds
7/23/2024,0:00,30,2.4,0,127,Summer,69.1,72,rain
7/23/2024,6:00,17,3.1,0,110,Summer,89.2,63,rain
7/23/2024,12:00,21,1.2,0,153,Summer,77.1,43,clear
7/23/2024,18:00,33,3.9,1,139,Summer,76.2,62,rain
7/24/2024,0:00,18,1.8,0,117,Summer,84,48,clouds
7/24/2024,6:00,10,1.1,0,97,Summer,89.4,60,clouds
