date,time,qty.dispensed,ili.rate,drug.shortages,drug.rcs,season,temperature,humidity,weather,timestamp,month
3/11/2024,12:00,18,1.7,0,95,Spring,59.1,40,clear,2024-03-11 12:00:00,3
3/11/2024,18:00,22,1.7,0,119,Spring,49.5,30,clear,2024-03-11 18:00:00,3
3/12/2024,0:00,20,1.9,1,147,Spring,36.8,77,rain,2024-03-12 00:00:00,3
3/12/2024,6:00,14,0.8,1,94,Spring,50.5,44,clear,2024-03-12 06:00:00,3
3/12/2024,12:00,8,0.8,0,102,Spring,57.6,52,clear,2024-03-12 12:00:00,3
3/12/2024,18:00,22,1.6,1,120,Spring,51.2,56,clouds,2024-03-12 18:00:00,3
3/13/2024,0:00,14,0.7,0,105,Spring,69.4,38,clear,2024-03-13 00:00:00,3
3/13/2024,6:00,13,0.9,0,101,Spring,54.7,49,clear,2024-03-13 06:00:00,3
3/13/2024,12:00,15,2.1,0,110,Spring,42.6,42,clouds,2024-03-13 12:00:00,3
3/13/2024,18:00,17,1.8,1,97,Spring,43.9,61,rain,2024-03-13 18:00:00,3
3/14/2024,0:00,20,2.0,0,93,Spring,55.1,58,clouds,2024-03-14 00:00:00,3
3/14/2024,6:00,18,0.9,0,115,Spring,59.5,46,clear,2024-03-14 06:00:00,3
3/14/2024,12:00,14,1.3,1,90,Spring,58.1,86,rain,2024-03-14 12:00:00,3
3/14/2024,18:00,11,1.6,0,111,Spring,51.2,61,rain,2024-03-14 18:00:00,3
3/15/2024,0:00,20,1.3,0,109,Spring,51.3,62,clouds,2024-03-15 00:00:00,3
3/15/2024,6:00,11,0.9,0,119,Spring,45.3,46,clear,2024-03-15 06:00:00,3
3/15/2024,12:00,16,1.4,0,118,Spring,58.2,35,clear,2024-03-15 12:00:00,3
3/15/2024,18:00,23,1.7,0,119,Spring,56.5,52,clouds,2024-03-15 18:00:00,3
3/16/2024,0:00,21,1.9,1,87,Spring,44.9,32,clear,2024-03-16 00:00:00,3
3/16/2024,6:00,29,1.8,0,117,Spring,32.7,78,rain,2024-03-16 06:00:00,3
3/16/2024,12:00,8,1.4,0,113,Spring,54.0,41,clear,2024-03-16 12:00:00,3
3/16/2024,18:00,22,1.4,0,102,Spring,57.0,42,clear,2024-03-16 18:00:00,3
3/17/2024,0:00,22,1.4,0,116,Spring,55.9,60,clouds,2024-03-17 00:00:00,3
3/17/2024,6:00,9,0.5,0,79,Spring,61.0,41,clear,2024-03-17 06:00:00,3
3/17/2024,12:00,15,0.8,0,127,Spring,54.0,46,clear,2024-03-17 12:00:00,3
3/17/2024,18:00,16,1.4,0,109,Spring,66.4,53,clear,2024-03-17 18:00:00,3
3/18/2024,0:00,13,1.5,0,90,Spring,71.6,38,clear,2024-03-18 00:00:00,3
3/18/2024,6:00,18,1.3,0,129,Spring,50.8,83,rain,2024-03-18 06:00:00,3
3/18/2024,12:00,23,1.6,0,117,Spring,54.4,45,clouds,2024-03-18 12:00:00,3
3/18/2024,18:00,21,1.4,0,109,Spring,45.5,80,rain,2024-03-18 18:00:00,3
3/19/2024,0:00,17,1.0,0,120,Spring,58.1,67,clouds,2024-03-19 00:00:00,3
3/19/2024,6:00,13,1.2,0,101,Spring,56.1,44,clear,2024-03-19 06:00:00,3
3/19/2024,12:00,14,1.5,0,120,Spring,49.0,51,clouds,2024-03-19 12:00:00,3
3/19/2024,18:00,11,0.8,0,100,Spring,60.9,68,clouds,2024-03-19 18:00:00,3
3/20/2024,0:00,25,1.1,1,120,Spring,52.7,89,rain,2024-03-20 00:00:00,3
3/20/2024,6:00,18,0.8,0,131,Spring,56.3,68,clouds,2024-03-20 06:00:00,3
3/20/2024,12:00,10,0.6,0,107,Spring,75.0,50,clear,2024-03-20 12:00:00,3
3/20/2024,18:00,16,1.3,0,101,Spring,46.7,59,clouds,2024-03-20 18:00:00,3
3/21/2024,0:00,17,1.7,0,124,Spring,51.3,42,clouds,2024-03-21 00:00:00,3
3/21/2024,6:00,24,1.2,0,149,Spring,51.6,63,rain,2024-03-21 06:00:00,3
3/21/2024,12:00,19,1.3,0,100,Spring,54.8,85,rain,2024-03-21 12:00:00,3
3/21/2024,18:00,16,2.0,0,108,Spring,35.7,86,rain,2024-03-21 18:00:00,3
3/22/2024,0:00,13,1.6,0,117,Spring,44.8,64,rain,2024-03-22 00:00:00,3
3/22/2024,6:00,17,1.5,0,101,Spring,53.8,79,rain,2024-03-22 06:00:00,3
3/22/2024,12:00,26,1.8,0,117,Spring,57.5,48,clear,2024-03-22 12:00:00,3
3/22/2024,18:00,18,1.8,0,128,Spring,51.5,62,rain,2024-03-22 18:00:00,3
3/23/2024,0:00,15,2.0,0,133,Spring,49.2,44,clouds,2024-03-23 00:00:00,3
3/23/2024,6:00,20,1.7,0,126,Spring,44.7,52,clear,2024-03-23 06:00:00,3
3/23/2024,12:00,22,1.6,0,124,Spring,49.5,30,clear,2024-03-23 12:00:00,3
3/23/2024,18:00,22,1.4,0,142,Spring,50.3,38,clear,2024-03-23 18:00:00,3
3/24/2024,0:00,17,1.8,0,117,Spring,38.8,73,rain,2024-03-24 00:00:00,3
3/24/2024,6:00,12,1.6,0,111,Spring,52.8,56,clouds,2024-03-24 06:00:00,3
3/24/2024,12:00,22,1.5,0,130,Spring,50.0,69,rain,2024-03-24 12:00:00,3
3/24/2024,18:00,18,1.5,0,109,Spring,55.6,51,clouds,2024-03-24 18:00:00,3
3/25/2024,0:00,6,0.5,0,103,Spring,70.9,54,clear,2024-03-25 00:00:00,3
3/25/2024,6:00,22,1.3,0,115,Spring,57.6,34,clear,2024-03-25 06:00:00,3
3/25/2024,12:00,8,0.5,0,106,Spring,61.1,82,rain,2024-03-25 12:00:00,3
3/25/2024,18:00,17,1.1,0,118,Spring,52.0,77,rain,2024-03-25 18:00:00,3
3/26/2024,0:00,8,1.0,0,102,Spring,62.6,51,clear,2024-03-26 00:00:00,3
3/26/2024,6:00,14,1.7,0,114,Spring,49.6,87,rain,2024-03-26 06:00:00,3
3/26/2024,12:00,18,1.2,0,126,Spring,55.3,58,clouds,2024-03-26 12:00:00,3
3/26/2024,18:00,21,2.1,0,110,Spring,55.4,59,clouds,2024-03-26 18:00:00,3
3/27/2024,0:00,18,1.5,0,119,Spring,52.5,49,clouds,2024-03-27 00:00:00,3
3/27/2024,6:00,15,0.7,0,127,Spring,61.0,45,clouds,2024-03-27 06:00:00,3
3/27/2024,12:00,20,1.6,1,105,Spring,58.9,31,clear,2024-03-27 12:00:00,3
3/27/2024,18:00,16,1.2,0,115,Spring,41.3,48,clear,2024-03-27 18:00:00,3
3/28/2024,0:00,10,0.8,0,104,Spring,61.7,68,clouds,2024-03-28 00:00:00,3
3/28/2024,6:00,17,1.4,0,108,Spring,47.3,63,rain,2024-03-28 06:00:00,3
3/28/2024,12:00,15,1.9,0,111,Spring,64.9,52,clear,2024-03-28 12:00:00,3
3/28/2024,18:00,19,0.9,0,118,Spring,46.6,74,rain,2024-03-28 18:00:00,3
3/29/2024,0:00,13,2.3,0,113,Spring,42.1,52,clear,2024-03-29 00:00:00,3
3/29/2024,6:00,18,1.9,0,121,Spring,55.7,39,clear,2024-03-29 06:00:00,3
3/29/2024,12:00,18,1.2,1,140,Spring,52.4,64,clouds,2024-03-29 12:00:00,3
3/29/2024,18:00,19,1.3,0,125,Spring,50.2,33,clear,2024-03-29 18:00:00,3
3/30/2024,0:00,13,1.1,0,128,Spring,49.8,71,rain,2024-03-30 00:00:00,3
3/30/2024,6:00,17,0.4,1,130,Spring,68.1,40,clear,2024-03-30 06:00:00,3
3/30/2024,12:00,15,1.8,0,114,Spring,45.0,58,clouds,2024-03-30 12:00:00,3
3/30/2024,18:00,18,0.9,0,130,Spring,49.0,61,clouds,2024-03-30 18:00:00,3
3/31/2024,0:00,12,1.1,0,124,Spring,61.0,64,rain,2024-03-31 00:00:00,3
3/31/2024,6:00,18,1.8,0,148,Spring,43.5,63,rain,2024-03-31 06:00:00,3
3/31/2024,12:00,24,1.5,0,132,Spring,58.0,42,clouds,2024-03-31 12:00:00,3
3/31/2024,18:00,21,1.8,1,132,Spring,51.7,46,clouds,2024-03-31 18:00:00,3
4/1/2024,0:00,15,0.5,0,115,Spring,67.6,41,clouds,2024-04-01 00:00:00,4
4/1/2024,6:00,11,0.7,0,86,Spring,60.5,85,rain,2024-04-01 06:00:00,4
4/1/2024,12:00,13,0.9,0,115,Spring,59.1,61,rain,2024-04-01 12:00:00,4
4/1/2024,18:00,18,1.6,0,140,Spring,51.6,81,rain,2024-04-01 18:00:00,4
4/2/2024,0:00,17,0.7,0,126,Spring,51.3,37,clear,2024-04-02 00:00:00,4
4/2/2024,6:00,21,2.4,0,117,Spring,43.5,48,clouds,2024-04-02 06:00:00,4
4/2/2024,12:00,14,0.7,0,138,Spring,61.9,70,rain,2024-04-02 12:00:00,4
4/2/2024,18:00,16,1.0,0,116,Spring,50.9,69,clouds,2024-04-02 18:00:00,4
4/3/2024,0:00,14,0.8,1,81,Spring,62.0,55,clouds,2024-04-03 00:00:00,4
4/3/2024,6:00,20,1.4,1,126,Spring,51.9,45,clouds,2024-04-03 06:00:00,4
4/3/2024,12:00,18,1.2,0,114,Spring,54.5,64,rain,2024-04-03 12:00:00,4
4/3/2024,18:00,14,1.0,0,128,Spring,67.3,39,clear,2024-04-03 18:00:00,4
4/4/2024,0:00,23,2.0,0,110,Spring,36.4,82,rain,2024-04-04 00:00:00,4
4/4/2024,6:00,12,0.6,0,89,Spring,62.0,35,clear,2024-04-04 06:00:00,4
4/4/2024,12:00,10,1.3,1,111,Spring,54.9,50,clear,2024-04-04 12:00:00,4
4/4/2024,18:00,21,2.0,1,103,Spring,58.8,56,clouds,2024-04-04 18:00:00,4
4/5/2024,0:00,13,1.3,1,115,Spring,56.0,69,rain,2024-04-05 00:00:00,4
4/5/2024,6:00,16,1.4,0,75,Spring,57.2,74,rain,2024-04-05 06:00:00,4
4/5/2024,12:00,14,1.3,0,113,Spring,56.0,52,clouds,2024-04-05 12:00:00,4
4/5/2024,18:00,20,1.3,0,142,Spring,54.9,89,rain,2024-04-05 18:00:00,4
4/6/2024,0:00,16,0.7,0,107,Spring,61.5,46,clouds,2024-04-06 00:00:00,4
4/6/2024,6:00,18,1.5,0,132,Spring,53.1,39,clear,2024-04-06 06:00:00,4
4/6/2024,12:00,12,0.7,0,122,Spring,64.5,63,rain,2024-04-06 12:00:00,4
4/6/2024,18:00,13,1.2,0,102,Spring,46.5,88,rain,2024-04-06 18:00:00,4
4/7/2024,0:00,15,1.2,0,69,Spring,53.4,44,clouds,2024-04-07 00:00:00,4
4/7/2024,6:00,10,1.0,0,118,Spring,47.8,40,clear,2024-04-07 06:00:00,4
4/7/2024,12:00,16,0.9,0,87,Spring,55.9,44,clear,2024-04-07 12:00:00,4
4/7/2024,18:00,13,1.2,0,116,Spring,49.6,53,clear,2024-04-07 18:00:00,4
4/8/2024,0:00,26,2.0,0,114,Spring,48.7,50,clouds,2024-04-08 00:00:00,4
4/8/2024,6:00,7,0.7,0,134,Spring,46.9,50,clear,2024-04-08 06:00:00,4
4/8/2024,12:00,15,0.9,0,100,Spring,56.4,65,rain,2024-04-08 12:00:00,4
4/8/2024,18:00,14,0.4,0,129,Spring,68.0,32,clear,2024-04-08 18:00:00,4
4/9/2024,0:00,21,1.3,0,108,Spring,67.0,34,clear,2024-04-09 00:00:00,4
4/9/2024,6:00,16,1.4,0,118,Spring,54.4,43,clear,2024-04-09 06:00:00,4
4/9/2024,12:00,16,0.9,0,125,Spring,47.6,73,rain,2024-04-09 12:00:00,4
4/9/2024,18:00,12,1.4,0,111,Spring,59.7,31,clear,2024-04-09 18:00:00,4
4/10/2024,0:00,31,1.9,0,136,Spring,47.7,55,clouds,2024-04-10 00:00:00,4
4/10/2024,6:00,14,1.1,0,127,Spring,46.5,37,clear,2024-04-10 06:00:00,4
4/10/2024,12:00,14,1.8,0,126,Spring,44.2,71,rain,2024-04-10 12:00:00,4
4/10/2024,18:00,14,1.7,0,112,Spring,52.2,72,rain,2024-04-10 18:00:00,4
4/11/2024,0:00,22,1.9,0,121,Spring,49.4,49,clouds,2024-04-11 00:00:00,4
4/11/2024,6:00,17,1.6,0,111,Spring,47.9,54,clouds,2024-04-11 06:00:00,4
4/11/2024,12:00,20,1.0,0,115,Spring,60.7,42,clear,2024-04-11 12:00:00,4
4/11/2024,18:00,14,1.7,0,118,Spring,57.0,47,clear,2024-04-11 18:00:00,4
4/12/2024,0:00,25,2.2,1,117,Spring,55.0,51,clouds,2024-04-12 00:00:00,4
4/12/2024,6:00,15,0.8,0,131,Spring,54.1,68,clouds,2024-04-12 06:00:00,4
4/12/2024,12:00,15,1.1,0,104,Spring,57.8,39,clear,2024-04-12 12:00:00,4
4/12/2024,18:00,21,1.3,0,116,Spring,64.2,37,clear,2024-04-12 18:00:00,4
4/13/2024,0:00,12,1.3,1,115,Spring,53.5,69,clouds,2024-04-13 00:00:00,4
4/13/2024,6:00,11,0.6,0,107,Spring,62.7,66,clouds,2024-04-13 06:00:00,4
4/13/2024,12:00,25,1.7,0,140,Spring,57.3,47,clouds,2024-04-13 12:00:00,4
4/13/2024,18:00,8,1.3,0,120,Spring,55.2,36,clear,2024-04-13 18:00:00,4
4/14/2024,0:00,27,2.4,0,118,Spring,42.9,76,rain,2024-04-14 00:00:00,4
4/14/2024,6:00,20,1.6,0,137,Spring,52.6,66,rain,2024-04-14 06:00:00,4
4/14/2024,12:00,22,2.2,1,120,Spring,43.0,66,rain,2024-04-14 12:00:00,4
4/14/2024,18:00,11,1.1,0,97,Spring,50.0,69,rain,2024-04-14 18:00:00,4
4/15/2024,0:00,19,1.2,0,114,Spring,63.8,39,clear,2024-04-15 00:00:00,4
4/15/2024,6:00,10,1.4,0,122,Spring,45.4,64,rain,2024-04-15 06:00:00,4
4/15/2024,12:00,15,1.9,0,88,Spring,50.2,44,clouds,2024-04-15 12:00:00,4
4/15/2024,18:00,6,0.3,0,88,Spring,61.4,47,clear,2024-04-15 18:00:00,4
4/16/2024,0:00,8,0.8,0,116,Spring,50.7,44,clear,2024-04-16 00:00:00,4
4/16/2024,6:00,17,1.4,0,96,Spring,47.9,34,clear,2024-04-16 06:00:00,4
4/16/2024,12:00,12,0.5,0,102,Spring,73.6,30,clear,2024-04-16 12:00:00,4
4/16/2024,18:00,14,1.3,0,117,Spring,54.3,37,clear,2024-04-16 18:00:00,4
4/17/2024,0:00,15,1.3,0,143,Spring,49.4,45,clouds,2024-04-17 00:00:00,4
4/17/2024,6:00,14,0.8,0,112,Spring,61.6,78,rain,2024-04-17 06:00:00,4
4/17/2024,12:00,22,1.6,0,137,Spring,59.0,53,clouds,2024-04-17 12:00:00,4
4/17/2024,18:00,16,1.2,0,106,Spring,47.0,87,rain,2024-04-17 18:00:00,4
4/18/2024,0:00,10,0.9,1,97,Spring,62.9,72,rain,2024-04-18 00:00:00,4
4/18/2024,6:00,15,1.8,0,124,Spring,50.8,38,clear,2024-04-18 06:00:00,4
4/18/2024,12:00,16,0.8,0,120,Spring,71.7,71,rain,2024-04-18 12:00:00,4
4/18/2024,18:00,15,1.6,0,116,Spring,42.0,88,rain,2024-04-18 18:00:00,4
4/19/2024,0:00,12,1.0,0,141,Spring,52.9,74,rain,2024-04-19 00:00:00,4
4/19/2024,6:00,17,1.2,0,126,Spring,55.3,81,rain,2024-04-19 06:00:00,4
4/19/2024,12:00,13,1.2,0,91,Spring,59.3,52,clear,2024-04-19 12:00:00,4
4/19/2024,18:00,19,1.4,0,129,Spring,56.5,30,clear,2024-04-19 18:00:00,4
4/20/2024,0:00,10,1.0,0,89,Spring,52.6,66,rain,2024-04-20 00:00:00,4
4/20/2024,6:00,14,1.3,0,91,Spring,45.0,68,rain,2024-04-20 06:00:00,4
4/20/2024,12:00,16,1.6,0,107,Spring,40.4,82,rain,2024-04-20 12:00:00,4
4/20/2024,18:00,24,1.2,0,85,Spring,65.5,53,clear,2024-04-20 18:00:00,4
4/21/2024,0:00,18,1.6,0,121,Spring,47.5,73,rain,2024-04-21 00:00:00,4
4/21/2024,6:00,30,1.9,0,147,Spring,41.6,63,clouds,2024-04-21 06:00:00,4
4/21/2024,12:00,9,0.9,0,117,Spring,48.5,81,rain,2024-04-21 12:00:00,4
4/21/2024,18:00,19,1.3,0,116,Spring,49.7,65,rain,2024-04-21 18:00:00,4
4/22/2024,0:00,17,1.4,0,123,Spring,55.0,48,clouds,2024-04-22 00:00:00,4
4/22/2024,6:00,18,0.7,0,105,Spring,60.4,53,clouds,2024-04-22 06:00:00,4
4/22/2024,12:00,15,1.1,1,97,Spring,49.2,83,rain,2024-04-22 12:00:00,4
4/22/2024,18:00,20,1.2,1,139,Spring,45.2,30,clear,2024-04-22 18:00:00,4
4/23/2024,0:00,15,1.4,0,117,Spring,56.7,62,rain,2024-04-23 00:00:00,4
4/23/2024,6:00,20,2.1,1,111,Spring,55.4,50,clouds,2024-04-23 06:00:00,4
4/23/2024,12:00,20,0.8,0,137,Spring,49.2,82,rain,2024-04-23 12:00:00,4
4/23/2024,18:00,16,1.7,0,117,Spring,59.3,46,clear,2024-04-23 18:00:00,4
4/24/2024,0:00,22,1.7,0,118,Spring,58.3,43,clouds,2024-04-24 00:00:00,4
4/24/2024,6:00,14,1.2,0,93,Spring,41.7,73,rain,2024-04-24 06:00:00,4
4/24/2024,12:00,16,1.1,0,101,Spring,72.7,54,clear,2024-04-24 12:00:00,4
4/24/2024,18:00,6,0.1,0,113,Spring,61.2,43,clear,2024-04-24 18:00:00,4
4/25/2024,0:00,12,1.0,0,129,Spring,64.5,43,clear,2024-04-25 00:00:00,4
4/25/2024,6:00,16,1.3,0,151,Spring,53.9,48,clouds,2024-04-25 06:00:00,4
4/25/2024,12:00,13,1.2,0,107,Spring,57.5,74,rain,2024-04-25 12:00:00,4
4/25/2024,18:00,22,2.2,0,113,Spring,40.4,66,rain,2024-04-25 18:00:00,4
4/26/2024,0:00,16,0.6,0,113,Spring,66.3,33,clear,2024-04-26 00:00:00,4
4/26/2024,6:00,15,0.7,0,119,Spring,64.5,31,clear,2024-04-26 06:00:00,4
4/26/2024,12:00,11,1.2,0,90,Spring,45.3,70,rain,2024-04-26 12:00:00,4
4/26/2024,18:00,15,1.3,0,124,Spring,57.0,52,clear,2024-04-26 18:00:00,4
4/27/2024,0:00,23,1.3,0,95,Spring,48.9,77,rain,2024-04-27 00:00:00,4
4/27/2024,6:00,19,0.9,0,93,Spring,56.9,46,clear,2024-04-27 06:00:00,4
4/27/2024,12:00,16,1.4,0,120,Spring,52.9,79,rain,2024-04-27 12:00:00,4
4/27/2024,18:00,8,0.7,0,103,Spring,64.3,44,clear,2024-04-27 18:00:00,4
4/28/2024,0:00,22,1.6,0,108,Spring,49.8,59,clouds,2024-04-28 00:00:00,4
4/28/2024,6:00,21,0.6,0,123,Spring,63.5,54,clear,2024-04-28 06:00:00,4
4/28/2024,12:00,19,0.9,0,119,Spring,62.4,38,clear,2024-04-28 12:00:00,4
4/28/2024,18:00,15,0.9,0,123,Spring,66.3,32,clear,2024-04-28 18:00:00,4
4/29/2024,0:00,17,1.5,0,110,Spring,59.7,46,clear,2024-04-29 00:00:00,4
4/29/2024,6:00,9,0.2,0,97,Spring,72.5,42,clear,2024-04-29 06:00:00,4
4/29/2024,12:00,18,1.2,1,107,Spring,58.2,61,clouds,2024-04-29 12:00:00,4
4/29/2024,18:00,14,2.0,0,118,Spring,53.1,37,clear,2024-04-29 18:00:00,4
4/30/2024,0:00,13,1.0,0,126,Spring,51.0,80,rain,2024-04-30 00:00:00,4
4/30/2024,6:00,24,1.3,0,118,Spring,52.3,61,rain,2024-04-30 06:00:00,4
4/30/2024,12:00,10,0.5,0,119,Spring,61.8,43,clear,2024-04-30 12:00:00,4
4/30/2024,18:00,19,1.9,0,140,Spring,54.8,49,clouds,2024-04-30 18:00:00,4
5/1/2024,0:00,16,0.6,0,112,Spring,47.4,85,rain,2024-05-01 00:00:00,5
5/1/2024,6:00,15,0.9,0,106,Spring,47.2,49,clouds,2024-05-01 06:00:00,5
5/1/2024,12:00,19,1.4,0,118,Spring,49.6,48,clouds,2024-05-01 12:00:00,5
5/1/2024,18:00,14,0.5,0,112,Spring,61.1,31,clear,2024-05-01 18:00:00,5
5/2/2024,0:00,13,0.3,0,124,Spring,65.0,41,clear,2024-05-02 00:00:00,5
5/2/2024,6:00,14,1.1,0,87,Spring,59.5,60,clouds,2024-05-02 06:00:00,5
5/2/2024,12:00,12,0.8,0,100,Spring,41.4,49,clear,2024-05-02 12:00:00,5
5/2/2024,18:00,16,0.9,0,108,Spring,53.6,46,clouds,2024-05-02 18:00:00,5
5/3/2024,0:00,12,0.9,0,122,Spring,45.3,87,rain,2024-05-03 00:00:00,5
5/3/2024,6:00,12,0.8,0,109,Spring,46.5,84,rain,2024-05-03 06:00:00,5
5/3/2024,12:00,13,0.7,0,124,Spring,47.6,67,rain,2024-05-03 12:00:00,5
5/3/2024,18:00,16,1.2,0,125,Spring,58.9,63,clouds,2024-05-03 18:00:00,5
5/4/2024,0:00,13,1.1,1,118,Spring,42.0,37,clear,2024-05-04 00:00:00,5
5/4/2024,6:00,11,0.4,1,111,Spring,53.9,80,rain,2024-05-04 06:00:00,5
5/4/2024,12:00,17,0.5,0,105,Spring,47.9,60,rain,2024-05-04 12:00:00,5
5/4/2024,18:00,14,0.5,0,97,Spring,53.4,44,clouds,2024-05-04 18:00:00,5
5/5/2024,0:00,12,1.1,1,98,Spring,41.6,69,rain,2024-05-05 00:00:00,5
5/5/2024,6:00,19,1.6,0,117,Spring,44.3,44,clear,2024-05-05 06:00:00,5
5/5/2024,12:00,18,0.9,0,138,Spring,47.1,33,clear,2024-05-05 12:00:00,5
5/5/2024,18:00,17,1.2,0,137,Spring,52.1,58,clouds,2024-05-05 18:00:00,5
5/6/2024,0:00,13,0.7,0,116,Spring,45.3,71,rain,2024-05-06 00:00:00,5
5/6/2024,6:00,18,0.9,0,137,Spring,51.2,58,clouds,2024-05-06 06:00:00,5
5/6/2024,12:00,11,1.1,1,99,Spring,57.6,54,clouds,2024-05-06 12:00:00,5
5/6/2024,18:00,11,0.1,0,101,Spring,74.2,33,clear,2024-05-06 18:00:00,5
5/7/2024,0:00,9,0.4,0,107,Spring,46.7,75,rain,2024-05-07 00:00:00,5
5/7/2024,6:00,16,0.6,1,112,Spring,52.1,81,rain,2024-05-07 06:00:00,5
5/7/2024,12:00,16,1.6,1,84,Spring,54.1,34,clear,2024-05-07 12:00:00,5
5/7/2024,18:00,16,0.7,0,122,Spring,50.2,59,clouds,2024-05-07 18:00:00,5
5/8/2024,0:00,12,0.7,0,109,Spring,65.6,52,clear,2024-05-08 00:00:00,5
5/8/2024,6:00,7,0.8,0,127,Spring,41.1,63,clouds,2024-05-08 06:00:00,5
5/8/2024,12:00,16,1.1,1,98,Spring,53.7,41,clear,2024-05-08 12:00:00,5
5/8/2024,18:00,13,0.3,0,115,Spring,62.7,51,clear,2024-05-08 18:00:00,5
5/9/2024,0:00,10,0.9,0,104,Spring,54.5,78,rain,2024-05-09 00:00:00,5
5/9/2024,6:00,15,0.5,0,128,Spring,48.8,48,clear,2024-05-09 06:00:00,5
5/9/2024,12:00,12,0.8,0,105,Spring,46.3,67,rain,2024-05-09 12:00:00,5
5/9/2024,18:00,14,1.4,0,114,Spring,40.3,38,clear,2024-05-09 18:00:00,5
5/10/2024,0:00,13,0.2,0,122,Spring,42.9,54,clear,2024-05-10 00:00:00,5
5/10/2024,6:00,10,0.1,0,105,Spring,47.4,81,rain,2024-05-10 06:00:00,5
5/10/2024,12:00,12,0.8,0,117,Spring,49.8,45,clear,2024-05-10 12:00:00,5
5/10/2024,18:00,11,0.2,0,98,Spring,61.1,52,clear,2024-05-10 18:00:00,5
5/11/2024,0:00,13,1.4,1,118,Spring,45.3,45,clear,2024-05-11 00:00:00,5
5/11/2024,6:00,17,0.3,0,118,Spring,40.1,41,clear,2024-05-11 06:00:00,5
5/11/2024,12:00,17,0.6,1,128,Spring,65.1,34,clear,2024-05-11 12:00:00,5
5/11/2024,18:00,17,1.3,1,145,Spring,46.4,67,rain,2024-05-11 18:00:00,5
5/12/2024,0:00,15,1.5,1,136,Spring,57.4,30,clear,2024-05-12 00:00:00,5
5/12/2024,6:00,14,1.2,0,110,Spring,31.4,32,clear,2024-05-12 06:00:00,5
5/12/2024,12:00,10,0.1,0,121,Spring,57.4,54,clear,2024-05-12 12:00:00,5
5/12/2024,18:00,11,1.1,0,115,Spring,42.8,89,rain,2024-05-12 18:00:00,5
5/13/2024,0:00,18,1.2,1,121,Spring,50.3,77,rain,2024-05-13 00:00:00,5
5/13/2024,6:00,13,0.1,0,125,Spring,60.3,62,clouds,2024-05-13 06:00:00,5
5/13/2024,12:00,12,0.9,1,118,Spring,42.8,81,rain,2024-05-13 12:00:00,5
5/13/2024,18:00,14,1.6,0,109,Spring,56.8,55,clouds,2024-05-13 18:00:00,5
5/14/2024,0:00,9,0.6,0,101,Spring,47.5,77,rain,2024-05-14 00:00:00,5
5/14/2024,6:00,15,0.8,0,130,Spring,58.3,40,clear,2024-05-14 06:00:00,5
5/14/2024,12:00,18,1.0,0,119,Spring,37.1,44,clear,2024-05-14 12:00:00,5
5/14/2024,18:00,10,0.1,0,116,Spring,51.2,84,rain,2024-05-14 18:00:00,5
5/15/2024,0:00,18,1.1,1,98,Spring,48.8,35,clear,2024-05-15 00:00:00,5
5/15/2024,6:00,9,0.5,0,114,Spring,54.2,63,clouds,2024-05-15 06:00:00,5
5/15/2024,12:00,9,0.7,0,104,Spring,57.4,46,clear,2024-05-15 12:00:00,5
5/15/2024,18:00,16,0.8,0,126,Spring,56.8,53,clear,2024-05-15 18:00:00,5
5/16/2024,0:00,13,0.8,0,132,Spring,50.7,77,rain,2024-05-16 00:00:00,5
5/16/2024,6:00,11,0.7,0,100,Spring,46.1,83,rain,2024-05-16 06:00:00,5
5/16/2024,12:00,18,1.0,0,95,Spring,47.6,39,clear,2024-05-16 12:00:00,5
5/16/2024,18:00,7,0.5,0,113,Spring,50.6,42,clear,2024-05-16 18:00:00,5
5/17/2024,0:00,18,0.5,0,126,Spring,48.6,41,clouds,2024-05-17 00:00:00,5
5/17/2024,6:00,18,0.9,0,117,Spring,52.0,32,clear,2024-05-17 06:00:00,5
5/17/2024,12:00,14,0.5,0,111,Spring,59.3,35,clear,2024-05-17 12:00:00,5
5/17/2024,18:00,13,0.9,0,116,Spring,55.2,62,rain,2024-05-17 18:00:00,5
5/18/2024,0:00,21,0.7,0,104,Spring,56.1,44,clear,2024-05-18 00:00:00,5
5/18/2024,6:00,15,0.7,0,140,Spring,53.3,75,rain,2024-05-18 06:00:00,5
5/18/2024,12:00,18,0.8,1,128,Spring,47.2,33,clear,2024-05-18 12:00:00,5
5/18/2024,18:00,11,0.7,1,122,Spring,50.4,68,rain,2024-05-18 18:00:00,5
5/19/2024,0:00,14,0.8,0,109,Spring,55.2,63,clouds,2024-05-19 00:00:00,5
5/19/2024,6:00,8,0.9,0,123,Spring,53.7,39,clear,2024-05-19 06:00:00,5
5/19/2024,12:00,19,1.5,0,116,Spring,43.1,49,clouds,2024-05-19 12:00:00,5
5/19/2024,18:00,9,0.3,0,106,Spring,60.3,32,clear,2024-05-19 18:00:00,5
5/20/2024,0:00,14,0.4,0,101,Spring,66.0,75,rain,2024-05-20 00:00:00,5
5/20/2024,6:00,15,1.3,0,104,Spring,50.3,45,clear,2024-05-20 06:00:00,5
5/20/2024,12:00,12,0.4,0,125,Spring,45.1,35,clear,2024-05-20 12:00:00,5
5/20/2024,18:00,15,0.8,0,117,Spring,64.8,44,clear,2024-05-20 18:00:00,5
5/21/2024,0:00,13,0.6,0,118,Spring,43.5,84,rain,2024-05-21 00:00:00,5
